Time,Zone,Entry,Exit,Total
2026-03-12 20:51:34.675365,All,18,20,3
2026-03-12 20:51:34.827324,All,18,20,2
2026-03-12 20:51:34.987523,All,18,20,1
2026-03-12 20:51:35.144051,All,18,20,2
2026-03-12 20:51:35.271127,All,18,20,4
2026-03-12 20:51:35.510017,All,18,20,6
2026-03-12 20:51:35.632944,All,19,20,5
2026-03-12 20:51:35.871231,All,20,20,6
2026-03-12 20:51:36.000942,All,20,20,3
2026-03-12 20:51:36.110079,All,20,20,3
2026-03-12 20:51:36.260075,All,20,20,2
2026-03-12 20:51:36.393587,All,20,20,4
2026-03-12 20:51:36.635712,All,20,20,7
2026-03-12 20:51:36.887916,All,20,21,7
2026-03-12 20:51:37.010477,All,21,21,5
2026-03-12 20:51:37.128426,All,21,22,2
2026-03-12 20:51:37.257884,All,22,22,5
2026-03-12 20:51:37.394215,All,22,22,3
2026-03-12 20:51:37.529708,All,22,22,4
2026-03-12 20:51:37.772067,All,22,22,6
2026-03-12 20:51:38.228140,All,22,22,0
2026-03-12 20:51:38.386045,All,22,22,2
2026-03-12 20:51:38.527264,All,22,22,0
2026-03-12 20:51:38.656279,All,22,22,4
2026-03-12 20:51:38.768226,All,22,22,0
2026-03-12 20:51:38.918689,All,22,22,1
2026-03-12 20:51:39.082771,All,22,22,1
2026-03-12 20:51:39.228006,All,22,22,4
2026-03-12 20:51:39.366318,All,22,22,4
2026-03-12 20:51:39.498335,All,22,23,3
2026-03-12 20:51:39.717087,All,22,24,6
2026-03-12 20:51:39.836613,All,22,24,4
2026-03-12 20:51:39.949000,All,22,24,2
2026-03-12 20:51:40.143137,All,22,24,2
2026-03-12 20:51:40.296784,All,22,24,3
2026-03-12 20:51:40.498966,All,22,24,3
2026-03-12 20:51:40.619135,All,22,24,2
2026-03-12 20:51:40.726947,All,22,24,3
2026-03-12 20:51:40.855515,All,22,24,3
2026-03-12 20:51:41.000476,All,22,24,1
2026-03-12 20:51:41.116764,All,23,24,1
2026-03-12 20:51:41.261139,All,23,24,3
2026-03-12 20:51:41.385480,All,23,24,0
2026-03-12 20:51:41.851278,All,23,24,3
2026-03-12 20:51:42.113741,All,23,24,0
2026-03-12 20:51:42.308388,All,23,24,0
2026-03-12 20:51:42.454013,All,23,24,2
2026-03-12 20:51:42.565557,All,23,24,0
2026-03-12 20:51:42.694180,All,23,24,1
2026-03-12 20:51:42.811416,All,23,24,0
2026-03-12 20:51:42.943156,All,23,24,1
2026-03-12 20:51:43.055010,All,23,24,1
2026-03-12 20:51:43.175681,All,23,24,1
2026-03-12 20:51:43.297492,All,23,24,1
2026-03-12 20:51:43.446640,All,23,24,1
2026-03-12 20:51:43.583156,All,23,24,3
2026-03-12 20:51:43.707977,All,23,25,1
2026-03-12 20:51:43.880665,All,23,25,2
2026-03-12 20:51:44.035003,All,23,25,1
2026-03-12 20:51:44.149586,All,23,25,0
2026-03-12 20:51:44.277813,All,23,25,0
2026-03-12 20:51:44.410046,All,23,25,0
2026-03-12 20:51:44.605127,All,23,25,0
2026-03-12 20:51:44.798445,All,23,25,0
2026-03-12 20:51:44.989122,All,23,25,1
2026-03-12 20:51:45.135761,All,23,25,3
2026-03-12 20:51:45.292044,All,23,25,1
2026-03-12 20:51:45.429574,All,23,25,0
2026-03-12 20:51:45.557623,All,23,25,0
2026-03-12 20:51:45.685599,All,23,25,0
2026-03-12 20:51:45.823797,All,23,25,1
2026-03-12 20:51:45.946772,All,23,25,1
2026-03-12 20:51:46.081606,All,23,25,1
2026-03-12 20:51:46.208475,All,23,25,1
2026-03-12 20:51:46.355953,All,23,26,1
2026-03-12 20:51:46.530075,All,23,26,1
2026-03-12 20:51:46.666277,All,23,26,1
2026-03-12 20:51:46.842901,All,23,26,1
2026-03-12 20:51:46.968162,All,23,26,0
2026-03-12 20:51:47.075840,All,23,26,0
2026-03-12 20:51:47.193514,All,23,26,0
2026-03-12 20:51:47.315148,All,23,26,0
2026-03-12 20:51:47.448516,All,23,26,1
2026-03-12 20:51:47.558276,All,23,26,1
2026-03-12 20:51:47.669893,All,23,26,1
2026-03-12 20:51:47.793532,All,23,26,1
2026-03-12 20:51:47.895558,All,23,26,3
2026-03-12 20:51:48.032615,All,23,26,0
2026-03-12 20:51:48.192842,All,23,26,3
2026-03-12 20:51:48.347110,All,23,26,0
2026-03-12 20:51:48.481397,All,23,26,2
2026-03-12 20:51:48.629752,All,23,26,1
2026-03-12 20:51:48.755796,All,23,26,0
2026-03-12 20:51:48.872610,All,23,26,1
2026-03-12 20:51:48.999232,All,23,26,4
2026-03-12 20:51:49.133405,All,23,26,4
2026-03-12 20:51:49.244694,All,23,26,2
2026-03-12 20:51:49.373551,All,24,26,1
2026-03-12 20:51:49.496027,All,24,26,0
2026-03-12 20:51:49.628994,All,24,26,1
2026-03-12 20:51:49.742281,All,24,26,0
2026-03-12 20:51:49.874069,All,24,26,1
2026-03-12 20:51:49.996347,All,24,26,0
2026-03-12 20:51:50.127321,All,24,26,0
2026-03-12 20:51:50.242114,All,24,26,1
2026-03-12 20:51:50.424079,All,25,26,2
2026-03-12 20:51:50.551659,All,25,26,1
2026-03-12 20:51:50.753233,All,25,26,2
2026-03-12 20:51:50.923595,All,25,26,1
2026-03-12 20:51:51.042944,All,25,26,0
2026-03-12 20:51:51.173142,All,25,26,0
2026-03-12 20:51:51.288706,All,25,26,0
2026-03-12 20:51:51.398048,All,25,26,0
2026-03-12 20:51:51.533246,All,25,26,0
2026-03-12 20:51:51.638084,All,25,26,1
2026-03-12 20:51:51.800236,All,25,27,1
2026-03-12 20:51:51.952485,All,25,27,0
2026-03-12 20:51:52.075620,All,25,27,0
2026-03-12 20:51:52.205861,All,25,27,0
2026-03-12 20:51:52.347516,All,25,27,2
2026-03-12 20:51:52.517892,All,25,27,2
2026-03-12 20:51:52.661747,All,25,27,0
2026-03-12 20:51:52.834409,All,25,27,2
2026-03-12 20:51:52.992457,All,25,27,2
2026-03-12 20:51:53.157557,All,25,27,1
2026-03-12 20:52:43.693211,All,25,27,4
2026-03-12 20:52:43.892330,All,25,27,5
2026-03-12 20:52:44.008014,All,25,28,4
2026-03-12 20:52:44.106727,All,25,28,4
2026-03-12 20:52:44.204638,All,25,28,4
2026-03-12 20:52:44.304120,All,25,28,3
2026-03-12 20:52:44.402028,All,27,28,3
2026-03-12 20:52:44.499082,All,27,28,4
2026-03-12 20:52:44.611301,All,27,28,4
2026-03-12 20:52:44.721685,All,27,28,4
2026-03-12 20:52:44.849300,All,27,28,4
2026-03-12 20:52:44.963252,All,27,28,1
2026-03-12 20:52:45.060138,All,27,28,0
2026-03-12 20:52:45.156645,All,27,28,1
2026-03-12 20:52:45.255827,All,27,28,0
2026-03-12 20:52:45.367377,All,27,28,0
2026-03-12 20:52:45.479932,All,27,28,1
2026-03-16 21:48:44.329922,All,0,0,0,2
2026-03-16 21:48:44.497582,All,0,0,0,2
2026-03-16 21:48:44.664847,All,0,0,0,2
2026-03-16 21:48:44.828536,All,0,0,0,2
2026-03-16 21:48:44.991477,All,0,0,0,2
2026-03-16 21:48:45.137869,All,0,0,0,2
2026-03-16 21:48:45.362985,All,0,0,0,2
2026-03-16 21:48:45.569059,All,0,0,0,2
2026-03-16 21:48:45.786805,All,0,0,0,2
2026-03-16 21:48:45.962987,All,0,0,0,2
2026-03-16 21:48:46.129094,All,0,0,0,2
2026-03-16 21:48:46.299434,All,0,0,0,2
2026-03-16 21:48:46.458171,All,1,0,1,2
2026-03-16 21:48:46.654125,All,1,0,1,2
2026-03-16 21:48:46.848055,All,1,0,1,2
2026-03-16 21:48:47.018475,All,1,1,0,2
2026-03-16 21:48:47.174667,All,1,1,0,2
2026-03-16 21:48:47.336910,All,1,1,0,2
2026-03-16 21:48:47.503684,All,1,1,0,2
2026-03-16 21:48:47.674127,All,1,1,0,2
2026-03-16 21:48:47.835555,All,1,1,0,2
2026-03-16 21:48:47.987229,All,1,1,0,2
2026-03-16 21:48:48.173991,All,1,1,0,2
2026-03-16 21:48:48.380356,All,1,1,0,2
2026-03-16 21:48:48.558639,All,1,1,0,2
2026-03-16 21:48:48.715320,All,1,1,0,2
2026-03-16 21:48:48.875162,All,3,1,2,2
2026-03-16 21:48:49.027688,All,3,2,1,2
2026-03-16 21:48:49.186643,All,3,2,1,2
2026-03-16 21:48:49.350760,All,3,2,1,2
2026-03-16 21:48:49.509942,All,4,3,2,2
2026-03-16 21:48:49.666051,All,4,4,1,2
2026-03-16 21:48:49.833774,All,4,5,1,2
2026-03-16 21:48:49.995722,All,4,5,0,2
2026-03-16 21:48:50.168184,All,4,5,0,2
2026-03-16 21:48:50.596425,All,4,5,0,2
2026-03-16 21:48:50.773018,All,5,5,1,2
2026-03-16 21:48:50.926365,All,5,5,1,2
2026-03-16 21:48:51.091823,All,5,6,0,2
2026-03-16 21:48:51.252304,All,6,6,1,2
2026-03-16 21:48:51.415832,All,7,7,1,2
2026-03-16 21:48:51.575742,All,8,7,2,2
2026-03-16 21:48:51.728138,All,8,9,0,2
2026-03-16 21:48:51.891677,All,8,9,0,2
2026-03-16 21:48:52.125682,All,9,9,1,2
2026-03-16 21:48:52.329790,All,9,9,0,2
2026-03-16 21:48:52.481676,All,9,9,0,2
2026-03-16 21:48:52.646193,All,9,9,0,2
2026-03-16 21:48:52.798383,All,9,9,0,2
2026-03-16 21:48:52.962915,All,9,9,0,2
2026-03-16 21:48:53.123722,All,9,9,0,2
2026-03-16 21:48:53.325918,All,9,9,0,2
2026-03-16 21:48:53.477681,All,9,9,0,2
2026-03-16 21:48:53.637260,All,9,9,0,2
2026-03-16 21:48:53.807962,All,10,9,1,2
2026-03-16 21:48:53.968127,All,10,10,0,2
2026-03-16 21:48:54.116245,All,11,10,1,2
2026-03-16 21:48:54.274020,All,11,11,0,2
2026-03-16 21:48:54.422704,All,11,11,0,2
2026-03-16 21:48:54.579872,All,12,11,1,2
2026-03-16 21:48:54.779276,All,12,11,0,2
2026-03-16 21:48:54.940688,All,12,11,0,2
2026-03-16 21:48:55.099337,All,12,11,0,2
2026-03-16 21:48:55.248447,All,12,11,0,2
2026-03-16 21:48:55.441977,All,12,11,0,2
2026-03-16 21:48:55.588220,All,12,11,0,2
2026-03-16 21:48:55.741063,All,12,11,0,2
2026-03-16 21:48:55.890668,All,12,11,0,2
2026-03-16 21:48:56.044477,All,12,11,0,2
2026-03-16 21:48:56.184679,All,12,11,0,2
2026-03-16 21:48:56.340162,All,13,11,1,2
2026-03-16 21:48:56.489171,All,14,12,1,2
2026-03-16 21:48:56.630979,All,14,13,0,2
2026-03-16 21:48:56.770881,All,15,13,1,1
2026-03-16 21:48:56.909349,All,15,13,1,2
2026-03-16 21:48:57.051401,All,16,14,2,2
2026-03-16 21:48:57.191083,All,16,15,0,2
2026-03-16 21:48:57.343169,All,16,15,0,2
2026-03-16 21:48:57.481198,All,16,15,0,2
2026-03-16 21:48:57.626066,All,16,15,0,2
2026-03-16 21:48:57.765658,All,16,15,0,2
2026-03-16 21:48:57.916758,All,16,15,0,2
2026-03-16 21:48:58.098360,All,16,15,0,2
2026-03-16 21:48:58.319411,All,16,15,0,2
2026-03-16 21:48:58.473289,All,16,15,0,2
2026-03-16 21:48:58.618425,All,17,15,1,2
2026-03-16 21:48:58.768755,All,17,15,1,2
2026-03-16 21:48:58.930962,All,17,15,0,2
2026-03-16 21:48:59.083855,All,17,15,0,2
2026-03-16 21:48:59.222356,All,18,15,1,2
2026-03-16 21:48:59.378312,All,18,15,0,2
2026-03-16 21:48:59.530792,All,19,15,1,2
2026-03-16 21:48:59.677087,All,19,16,0,2
2026-03-16 21:48:59.820225,All,19,16,0,2
2026-03-16 21:48:59.964559,All,19,16,0,2
2026-03-16 21:49:00.117762,All,19,16,0,2
2026-03-16 21:49:00.254005,All,19,16,0,2
2026-03-16 21:49:00.402330,All,19,16,0,2
2026-03-16 21:49:00.547578,All,19,16,0,2
2026-03-16 21:49:00.706606,All,20,16,1,2
2026-03-16 21:49:00.848282,All,20,16,0,2
2026-03-16 21:49:00.994279,All,20,16,0,2
2026-03-16 21:49:01.129340,All,20,16,0,2
2026-03-16 21:49:01.272320,All,20,16,0,2
2026-03-16 21:49:01.412085,All,21,16,1,2
2026-03-16 21:49:01.576750,All,21,16,1,2
2026-03-16 21:49:01.726402,All,21,17,1,2
2026-03-16 21:49:01.869555,All,21,17,1,2
2026-03-16 21:49:02.022662,All,21,17,1,2
2026-03-16 21:49:02.158741,All,21,18,0,2
2026-03-16 21:49:02.297680,All,22,18,1,2
2026-03-16 21:49:02.444008,All,22,19,0,2
2026-03-16 21:49:02.621367,All,22,19,0,2
2026-03-16 21:49:02.804789,All,22,19,0,2
2026-03-16 21:49:02.940591,All,22,19,0,2
2026-03-16 21:49:03.081328,All,22,19,0,2
2026-03-16 21:49:03.227356,All,23,19,1,2
2026-03-16 21:49:03.376860,All,23,20,0,2
2026-03-16 21:49:03.514044,All,23,20,0,2
2026-03-16 21:49:03.668476,All,24,20,1,2
2026-03-16 21:49:03.821941,All,24,20,1,2
2026-03-16 21:49:03.962520,All,24,20,1,2
2026-03-16 21:49:04.116179,All,24,20,1,2
2026-03-16 21:49:04.260386,All,24,20,1,1
2026-03-16 21:49:04.409935,All,24,21,0,2
2026-03-16 21:49:04.566066,All,25,21,1,2
2026-03-16 21:49:04.710134,All,25,22,0,2
2026-03-16 21:49:04.851593,All,25,22,0,2
2026-03-16 21:49:04.993886,All,25,22,0,2
2026-03-16 21:49:05.147013,All,25,22,0,2
2026-03-16 21:49:05.291938,All,25,22,0,2
2026-03-16 21:49:05.441636,All,25,22,0,2
2026-03-16 21:49:05.584038,All,25,22,0,2
2026-03-16 21:49:05.722617,All,25,22,0,2
2026-03-16 21:49:05.862449,All,25,22,0,2
2026-03-16 21:49:06.017990,All,25,22,0,2
2026-03-16 21:49:06.157856,All,25,22,0,2
2026-03-16 21:49:06.361332,All,26,22,1,2
2026-03-16 21:49:06.515141,All,26,22,1,1
2026-03-16 21:49:06.674219,All,26,22,2,2
2026-03-16 21:49:06.814887,All,26,22,1,1
2026-03-16 21:49:06.954394,All,26,22,2,2
2026-03-16 21:49:07.111607,All,26,22,1,1
2026-03-16 21:49:07.252744,All,26,22,1,1
2026-03-16 21:49:07.387209,All,26,22,1,1
2026-03-16 21:49:07.529718,All,26,22,1,1
2026-03-16 21:49:07.671816,All,26,22,1,1
2026-03-16 21:49:07.828677,All,26,22,0,0
2026-03-16 21:49:07.985519,All,26,22,1,1
2026-03-16 21:49:08.138119,All,26,22,1,1
2026-03-16 21:49:08.268648,All,26,22,1,1
2026-03-16 21:49:08.413593,All,26,22,1,1
2026-03-16 21:49:08.565596,All,26,22,1,1
2026-03-16 21:49:08.717805,All,26,22,1,1
2026-03-16 21:49:08.856829,All,26,22,1,1
2026-03-16 21:49:09.025422,All,26,22,1,1
2026-03-16 21:49:09.203645,All,26,22,1,1
2026-03-16 21:49:09.358508,All,26,22,1,1
2026-03-16 21:49:09.500608,All,26,22,1,1
2026-03-16 21:49:09.635364,All,26,22,1,1
2026-03-16 21:49:09.787901,All,26,22,1,1
2026-03-16 21:49:09.939461,All,26,22,1,1
2026-03-16 21:49:10.082298,All,26,22,1,1
2026-03-16 21:49:10.219195,All,26,22,1,1
2026-03-16 21:49:10.359690,All,26,22,1,1
2026-03-16 21:49:10.501308,All,26,22,1,1
2026-03-16 21:49:10.643275,All,26,22,1,1
2026-03-16 21:49:10.798447,All,26,22,1,1
2026-03-16 21:49:10.942859,All,26,22,1,1
2026-03-16 21:49:11.084916,All,26,22,1,1
2026-03-16 21:49:11.279179,All,26,22,1,1
2026-03-16 21:49:11.434241,All,26,22,1,1
2026-03-16 21:49:11.577237,All,26,22,0,0
2026-03-16 21:49:11.715789,All,26,22,0,0
2026-03-16 21:49:11.860660,All,26,22,1,1
2026-03-16 21:49:12.024749,All,26,22,1,1
2026-03-16 21:49:12.167444,All,26,22,1,1
2026-03-16 21:49:12.310195,All,26,22,0,0
2026-03-16 21:49:12.453111,All,26,22,1,1
2026-03-16 21:49:12.605804,All,26,22,1,1
2026-03-16 21:49:12.750126,All,26,22,1,1
2026-03-16 21:49:12.906632,All,26,22,1,1
2026-03-16 21:49:13.058785,All,26,22,1,2
2026-03-16 21:49:13.201310,All,26,22,1,1
2026-03-16 21:49:13.341239,All,26,22,1,1
2026-03-16 21:49:13.479799,All,26,22,1,2
2026-03-16 21:49:13.618753,All,26,22,1,2
2026-03-16 21:49:13.756732,All,26,22,1,1
2026-03-16 21:49:13.893012,All,26,22,1,1
2026-03-16 21:49:14.039046,All,26,22,1,1
2026-03-16 21:49:14.178794,All,26,22,1,1
2026-03-16 21:49:14.316869,All,26,22,1,1
2026-03-16 21:49:14.461244,All,26,22,1,2
2026-03-16 21:49:14.599324,All,26,22,1,2
2026-03-16 21:49:14.743289,All,26,22,1,2
2026-03-16 21:49:14.884995,All,26,22,1,2
2026-03-16 21:49:15.039135,All,26,22,1,2
2026-03-16 21:49:15.169978,All,26,22,1,1
2026-03-16 21:49:15.321805,All,26,22,1,2
2026-03-16 21:49:15.484356,All,26,22,1,1
2026-03-16 21:49:15.637810,All,26,22,1,2
2026-03-16 21:49:15.776515,All,26,22,1,1
2026-03-16 21:49:15.966264,All,26,22,1,1
2026-03-16 21:49:16.123052,All,26,22,1,1
2026-03-16 21:49:16.271988,All,26,22,1,1
2026-03-16 21:49:16.404609,All,26,22,1,1
2026-03-16 21:49:16.549323,All,26,22,1,1
2026-03-16 21:49:16.689098,All,26,22,1,1
2026-03-16 21:49:16.826899,All,26,22,1,1
2026-03-16 21:49:16.970011,All,26,22,1,1
2026-03-16 21:49:17.109564,All,26,22,1,1
2026-03-16 21:49:17.244760,All,26,22,1,1
2026-03-16 21:49:17.386337,All,26,22,1,1
2026-03-16 21:49:17.538144,All,26,22,1,1
2026-03-16 21:49:17.676030,All,26,22,1,1
2026-03-16 21:49:17.815137,All,26,22,1,1
2026-03-16 21:49:17.963117,All,26,22,1,1
2026-03-16 21:49:18.103782,All,26,22,1,1
2026-03-16 21:49:18.282635,All,26,22,1,1
2026-03-16 21:49:18.432921,All,26,22,1,1
2026-03-16 21:49:18.573700,All,26,22,1,1
2026-03-16 21:49:18.715020,All,26,22,1,1
2026-03-16 21:49:18.854207,All,26,22,1,1
2026-03-16 21:49:19.008003,All,26,22,1,1
2026-03-16 21:49:19.147299,All,26,22,1,1
2026-03-16 21:49:19.308902,All,26,22,1,1
2026-03-16 21:49:19.496007,All,26,22,1,1
2026-03-16 21:49:19.642924,All,26,22,1,1
2026-03-16 21:49:19.800895,All,26,22,1,1
2026-03-16 21:49:19.957040,All,26,22,1,1
2026-03-16 21:49:20.091450,All,26,22,1,1
2026-03-16 21:49:20.239591,All,26,22,1,1
2026-03-16 21:49:20.408402,All,26,22,1,1
2026-03-16 21:49:20.543895,All,26,22,1,1
2026-03-16 21:49:20.768558,All,26,22,1,1
2026-03-16 21:49:20.903680,All,26,22,1,1
2026-03-16 21:49:21.055276,All,26,22,1,1
2026-03-16 21:49:21.210678,All,26,22,1,1
2026-03-16 21:49:21.350844,All,26,22,1,1
2026-03-16 21:49:21.516323,All,26,22,1,1
2026-03-16 21:49:21.659249,All,26,22,1,1
2026-03-16 21:49:21.799143,All,26,22,1,1
2026-03-16 21:49:21.942954,All,26,22,1,1
2026-03-16 21:49:22.113124,All,26,22,1,1
2026-03-16 21:49:22.276001,All,26,22,2,2
2026-03-16 21:49:22.424173,All,26,24,0,2
2026-03-16 21:49:22.563726,All,26,24,0,2
2026-03-16 21:49:22.706646,All,26,24,0,3
2026-03-16 21:49:22.857137,All,26,24,0,2
2026-03-16 21:49:23.007322,All,26,24,0,2
2026-03-16 21:49:23.151692,All,26,24,0,2
2026-03-16 21:49:23.299803,All,26,24,0,2
2026-03-16 21:49:23.457811,All,26,24,0,2
2026-03-16 21:49:23.598465,All,26,24,0,2
2026-03-16 21:49:23.734495,All,26,24,0,2
2026-03-16 21:49:23.878291,All,26,24,0,2
2026-03-16 21:49:24.036787,All,26,24,0,2
2026-03-16 21:49:24.168491,All,26,24,0,2
2026-03-16 21:49:24.310835,All,26,24,0,2
2026-03-16 21:49:24.452464,All,26,24,0,2
2026-03-16 21:49:24.598650,All,26,24,0,2
2026-03-16 21:49:24.742192,All,26,24,0,2
2026-03-16 21:49:24.921468,All,26,24,0,2
2026-03-16 21:49:25.085794,All,26,24,0,2
2026-03-16 21:49:25.221348,All,26,24,0,2
2026-03-16 21:49:25.375326,All,26,24,0,2
2026-03-16 21:49:25.520185,All,26,24,0,2
2026-03-16 21:49:25.657561,All,26,24,0,2
2026-03-16 21:49:25.844110,All,26,24,0,2
2026-03-16 21:49:26.002761,All,26,24,0,2
2026-03-16 21:49:26.140563,All,26,24,0,2
2026-03-16 21:49:26.277156,All,26,24,0,2
2026-03-16 21:49:26.464242,All,26,24,0,2
2026-03-16 21:49:26.604630,All,26,24,0,2
2026-03-16 21:49:26.751001,All,26,24,0,2
2026-03-16 21:49:26.894773,All,26,24,0,2
2026-03-16 21:49:27.044283,All,26,24,0,2
2026-03-16 21:49:27.188828,All,26,24,0,2
2026-03-16 21:49:27.330169,All,26,24,0,2
2026-03-16 21:49:27.479318,All,26,24,0,2
2026-03-16 21:49:32.791048,All,26,24,0,2
2026-03-16 21:49:32.959421,All,26,24,0,2
2026-03-16 21:49:33.120052,All,26,24,0,2
2026-03-16 21:49:33.274905,All,26,24,0,2
2026-03-16 21:49:33.426925,All,26,24,0,2
2026-03-16 21:50:26.108555,All,0,0,1,1
2026-03-16 21:50:26.282736,All,0,0,1,1
2026-03-16 21:50:26.437262,All,0,0,1,1
2026-03-16 21:50:26.594786,All,0,0,1,1
2026-03-16 21:50:26.752963,All,0,0,1,1
2026-03-16 21:50:26.919613,All,0,0,1,1
2026-03-16 21:50:27.088789,All,0,0,1,1
2026-03-16 21:50:27.284905,All,0,0,1,1
2026-03-16 21:50:27.499723,All,0,0,1,1
2026-03-16 21:50:27.674573,All,0,0,1,1
2026-03-16 21:50:27.835214,All,0,0,1,1
2026-03-16 21:50:27.991768,All,0,0,1,1
2026-03-16 21:50:28.149233,All,0,0,1,1
2026-03-16 21:50:28.299842,All,0,0,1,1
2026-03-16 21:50:28.460458,All,0,0,1,1
2026-03-16 21:50:28.624784,All,0,0,1,1
2026-03-16 21:50:28.779556,All,0,0,1,1
2026-03-16 21:50:28.935860,All,0,0,1,1
2026-03-16 21:50:29.080609,All,0,0,1,1
2026-03-16 21:50:29.220119,All,0,0,1,1
2026-03-16 21:50:29.351179,All,0,0,1,1
2026-03-16 21:50:29.500436,All,0,0,1,1
2026-03-16 21:50:29.645869,All,0,0,1,1
2026-03-16 21:50:29.781454,All,0,0,1,1
2026-03-16 21:50:29.924471,All,0,0,1,1
2026-03-16 21:50:30.072168,All,0,0,1,1
2026-03-16 21:50:30.206896,All,0,0,1,1
2026-03-16 21:50:30.356131,All,0,0,1,1
2026-03-16 21:50:30.497969,All,0,0,1,1
2026-03-16 21:50:48.818535,All,0,0,1,1
2026-03-16 21:50:48.975211,All,0,0,1,1
2026-03-16 21:50:49.121087,All,0,0,1,1
2026-03-16 21:50:49.255529,All,0,0,1,1
2026-03-16 21:50:49.394250,All,0,0,1,1
2026-03-16 21:50:49.536859,All,0,0,1,1
2026-03-16 21:50:49.676055,All,0,0,1,1
2026-03-16 21:50:49.819791,All,0,0,1,1
2026-03-16 21:50:49.994645,All,0,0,1,1
2026-03-16 21:50:50.133392,All,0,0,1,1
2026-03-16 21:50:50.283038,All,0,0,1,1
2026-03-16 21:50:50.424938,All,0,0,1,1
2026-03-16 21:50:50.568735,All,0,0,1,1
2026-03-16 21:50:50.723474,All,0,0,1,1
2026-03-16 21:50:50.872225,All,0,0,1,1
2026-03-16 21:50:51.009911,All,0,0,1,1
2026-03-16 21:50:51.180751,All,0,0,1,1
2026-03-16 21:50:51.321210,All,0,0,1,1
2026-03-16 21:50:51.464112,All,0,0,1,1
2026-03-16 21:50:51.606193,All,0,0,1,1
2026-03-16 21:50:51.746324,All,0,0,1,1
2026-03-16 21:50:51.951380,All,0,0,1,1
2026-03-16 21:50:52.114578,All,0,0,1,1
2026-03-16 21:50:52.261088,All,0,0,1,1
2026-03-16 21:50:52.404573,All,0,0,1,1
2026-03-16 21:50:52.554828,All,0,0,1,1
2026-03-16 21:50:52.687739,All,0,0,1,1
2026-03-16 21:50:52.829590,All,0,0,1,1
2026-03-16 21:50:52.973443,All,0,0,1,1
2026-03-16 21:50:53.126559,All,0,0,1,1
2026-03-16 21:50:53.275440,All,0,0,1,1
2026-03-16 21:50:53.421012,All,0,0,1,1
2026-03-16 21:50:53.571661,All,0,0,1,1
2026-03-16 21:50:53.714766,All,0,0,1,1
2026-03-16 21:50:53.849630,All,0,0,1,1
2026-03-16 21:50:53.993408,All,0,0,1,1
2026-03-16 21:50:54.136904,All,0,0,1,1
2026-03-16 21:50:54.278881,All,0,0,1,1
2026-03-16 21:50:54.424057,All,0,0,1,1
2026-03-16 21:50:54.586331,All,0,0,1,1
2026-03-16 21:50:54.747266,All,0,0,1,1
2026-03-16 21:50:54.925647,All,0,0,1,1
2026-03-16 21:50:55.132222,All,0,0,1,1
2026-03-16 21:50:55.288721,All,0,0,1,1
2026-03-16 21:50:55.436058,All,0,0,1,1
2026-03-16 21:50:55.605764,All,0,0,1,1
2026-03-16 21:50:55.756168,All,0,0,1,1
2026-03-16 21:50:55.910727,All,0,0,1,1
2026-03-16 21:50:56.059962,All,0,0,1,1
2026-03-16 21:50:56.215326,All,0,0,1,1
2026-03-16 21:50:56.363197,All,0,0,1,1
2026-03-16 21:50:56.522662,All,0,0,1,1
2026-03-16 21:50:56.657748,All,0,0,1,1
2026-03-16 21:50:56.800017,All,0,0,1,1
2026-03-16 21:50:56.940653,All,0,0,1,1
2026-03-16 21:50:57.082276,All,0,0,1,1
2026-03-16 21:50:57.286113,All,0,0,1,1
2026-03-16 21:50:57.434707,All,0,0,1,1
2026-03-16 21:50:57.575948,All,0,0,1,1
2026-03-16 21:50:57.729058,All,0,0,1,1
2026-03-16 21:50:57.867232,All,0,0,1,1
2026-03-16 21:50:58.014612,All,0,0,1,1
2026-03-16 21:50:58.166963,All,0,0,1,1
2026-03-16 21:50:58.310443,All,0,0,1,1
2026-03-16 21:50:58.454704,All,0,0,1,1
2026-03-16 21:50:58.598793,All,0,0,1,1
2026-03-16 21:50:58.735348,All,0,0,1,1
2026-03-16 21:50:58.878391,All,0,0,1,1
2026-03-16 21:50:59.026142,All,0,0,1,1
2026-03-16 21:50:59.171926,All,0,0,1,1
2026-03-16 21:50:59.315318,All,0,0,1,1
2026-03-16 21:50:59.458872,All,0,0,1,1
2026-03-16 21:50:59.601137,All,0,0,1,1
2026-03-16 21:50:59.752350,All,0,0,1,1
2026-03-16 21:50:59.893707,All,0,0,1,1
2026-03-16 21:51:00.053054,All,0,0,1,1
2026-03-16 21:51:00.191515,All,0,0,1,1
2026-03-16 21:51:00.391923,All,0,0,1,1
2026-03-16 21:51:00.535406,All,0,0,1,1
2026-03-16 21:51:00.687170,All,0,0,1,1
2026-03-16 21:51:00.838534,All,0,0,1,1
2026-03-16 21:51:00.993432,All,0,0,1,1
2026-03-16 21:51:01.133012,All,0,0,1,1
2026-03-16 21:51:01.273711,All,0,0,1,1
2026-03-16 21:51:01.415806,All,0,0,1,1
2026-03-16 21:51:01.557719,All,0,0,1,1
2026-03-16 21:51:01.702653,All,0,0,1,1
2026-03-16 21:51:01.857236,All,0,0,1,1
2026-03-16 21:51:02.023099,All,0,0,1,1
2026-03-16 22:02:54.385266,All,0,0,1,1
2026-03-16 22:02:54.570124,All,0,0,1,1
2026-03-16 22:02:54.732943,All,0,0,1,1
